id,url
26745953,1-BHK-592-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423236373435393533
26773221,3-BHK-1364-Sq-ft-Multistorey-Apartment-FOR-Sale-Bopodi-in-Pune&id=4d423236373733323231
26850779,1-BHK-400-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-in-Pune&id=4d423236383530373739
26894917,2-BHK-905-Sq-ft-Multistorey-Apartment-FOR-Sale-Shivane-in-Pune&id=4d423236383934393137
27124567,2-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Sale-Market-Yard-in-Pune&id=4d423237313234353637
27304549,1-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-in-Pune&id=4d423237333034353439
27307125,1-BHK-534-Sq-ft-Multistorey-Apartment-FOR-Sale-Chakan-in-Pune&id=4d423237333037313235
27341983,2-BHK-780-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-in-Pune&id=4d423237333431393833
27345869,1-BHK-372-Sq-ft-Multistorey-Apartment-FOR-Sale-Narhe-in-Pune&id=4d423237333435383639
27393463,2-BHK-1037-Sq-ft-Multistorey-Apartment-FOR-Sale-Market-Yard-in-Pune&id=4d423237333933343633
27466203,1-BHK-567-Sq-ft-Multistorey-Apartment-FOR-Sale-Chinchwad-in-Pune&id=4d423237343636323033
27466655,1-BHK-410-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423237343636363535
27562213,2-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Betal-Nagar-in-Pune&id=4d423237353632323133
27579101,3-BHK-1428-Sq-ft-Multistorey-Apartment-FOR-Sale-Wakad-in-Pune&id=4d423237353739313031
27690097,1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423237363930303937
27738635,1-BHK-571-Sq-ft-Multistorey-Apartment-FOR-Sale-NIBM-Road-in-Pune&id=4d423237373338363335
27788867,2-BHK-963-Sq-ft-Multistorey-Apartment-FOR-Sale-Pirangut-in-Pune&id=4d423237373838383637
27850305,1-BHK-605-Sq-ft-Multistorey-Apartment-FOR-Sale-Bhugaon-in-Pune&id=4d423237383530333035
27877307,2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Aundh-in-Pune&id=4d423237383737333037
27878161,4-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Undri-in-Pune&id=4d423237383738313631
27988789,2-BHK-896-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-in-Pune&id=4d423237393838373839
28166889,2-BHK-1273-Sq-ft-Multistorey-Apartment-FOR-Sale-NIBM-Annexe-in-Pune&id=4d423238313636383839
28176403,2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-Shikrapur-in-Pune&id=4d423238313736343033
28766121,2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Baramati-in-Pune&id=4d423238373636313231
28832911,1-BHK-606-Sq-ft-Multistorey-Apartment-FOR-Sale-Somatne-Phata-in-Pune&id=4d423238383332393131
28861273,1-BHK-635-Sq-ft-Multistorey-Apartment-FOR-Sale-Chakan-in-Pune&id=4d423238383631323733
29130593,2-BHK-842-Sq-ft-Multistorey-Apartment-FOR-Sale-Hanuman-Nagar-in-Pune&id=4d423239313330353933
29341863,2-BHK-784-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Pune&id=4d423239333431383633
29414767,2-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Sale-Keshav-Nagar-Hadapsar-in-Pune&id=4d423239343134373637
29418481,2-BHK-1098-Sq-ft-Multistorey-Apartment-FOR-Sale-Bopodi-in-Pune&id=4d423239343138343831
29499357,2-BHK-895-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423239343939333537
29564901,1-BHK-582-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423239353634393031
29944999,2-BHK-710-Sq-ft-Multistorey-Apartment-FOR-Sale-Sasane-Nagar-in-Pune&id=4d423239393434393939
29951979,2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Rasta-Peth-in-Pune&id=4d423239393531393739
29988693,1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Bakori-in-Pune&id=4d423239393838363933
30101233,1-BHK-548-Sq-ft-Multistorey-Apartment-FOR-Sale-Koregaon-Bhima-in-Pune&id=4d423330313031323333
30184947,2-BHK-746-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahalunge-in-Pune&id=4d423330313834393437
30260821,2-BHK-1429-Sq-ft-Multistorey-Apartment-FOR-Sale-Mohammed-Wadi-in-Pune&id=4d423330323630383231
30285183,2-BHK-775-Sq-ft-Multistorey-Apartment-FOR-Sale-Phursungi-in-Pune&id=4d423330323835313833
30341055,1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondhawe-Dhawade-in-Pune&id=4d423330333431303535
30407009,1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423330343037303039
30708599,1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Sale-Satav-Nagar-in-Pune&id=4d423330373038353939
30755115,2-BHK-761-Sq-ft-Multistorey-Apartment-FOR-Sale-Uruli-Kanchan-in-Pune&id=4d423330373535313135
30761347,3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Pimple-Saudagar-in-Pune&id=4d423330373631333437
30761853,1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjawadi-Wakad-Road-in-Pune&id=4d423330373631383533
30829857,1-BHK-533-Sq-ft-Multistorey-Apartment-FOR-Sale-Nanded-in-Pune&id=4d423330383239383537
30885179,2-BHK-582-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423330383835313739
30972753,1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423330393732373533
30979345,1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-Dighi-in-Pune&id=4d423330393739333435
30996203,2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Dhanori-in-Pune&id=4d423330393936323033
31121433,4-BHK-4601-Sq-ft-Multistorey-Apartment-FOR-Sale-Magarpatta-City-in-Pune&id=4d423331313231343333
31132273,1-BHK-658-Sq-ft-Multistorey-Apartment-FOR-Sale-Kirkatwadi-in-Pune&id=4d423331313332323733
31236239,1-BHK-514-Sq-ft-Multistorey-Apartment-FOR-Sale-Katraj-in-Pune&id=4d423331323336323339
31335587,2-BHK-1280-Sq-ft-Multistorey-Apartment-FOR-Sale-Keshav-Nagar-in-Pune&id=4d423331333335353837
31355861,1-BHK-530-Sq-ft-Multistorey-Apartment-FOR-Sale-Raja-Ram-Mohanroy-Extension-in-Pune&id=4d423331333535383631
31379771,1-BHK-551-Sq-ft-Multistorey-Apartment-FOR-Sale-Karanjawane-Wasti-in-Pune&id=4d423331333739373731
31433393,2-BHK-986-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-in-Pune&id=4d423331343333333933
31472853,5-BHK-7557-Sq-ft-Multistorey-Apartment-FOR-Sale-Koregaon-Park-in-Pune&id=4d423331343732383533
31482989,1-BHK-325-Sq-ft-Multistorey-Apartment-FOR-Sale-Dhayari-in-Pune&id=4d423331343832393839
31526699,2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Handewadi-Road-in-Pune&id=4d423331353236363939
31561789,2-BHK-1120-Sq-ft-Multistorey-Apartment-FOR-Sale-Baner-in-Pune&id=4d423331353631373839
31575127,1-BHK-645-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423331353735313237
31864419,4-BHK-2363-Sq-ft-Multistorey-Apartment-FOR-Sale-Baner-Gaon-in-Pune&id=4d423331383634343139
31951563,2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Sale-Aundh-in-Pune&id=4d423331393531353633
32053447,1-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Sale-Moshi-in-Pune&id=4d423332303533343437
32233169,2-BHK-1158-Sq-ft-Multistorey-Apartment-FOR-Sale-Marunji-in-Pune&id=4d423332323333313639
